"id";"funcloc";"material_number";"equipment_description";"status";"sort_field";"unique_id";"qr_code_link";"created_at";"updated_at"
"EMO004468";"FP-01-PM8-VAS-VP20";;"TMEIC,BHKW11,F315H,355KW,85.0A,3KV,4P";"Installed";"PM8.VAS/P-VP-02/M";"3756";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3756";"2023-10-21 12:19:21";NULL
"EMO004469";"FP-01-PM8-VAS-VP30";;"TMEIC,BHKW11,F315H,355KW,85.0A,3KV,4P";"Installed";"PM8.VAS/P-VP-03/M";"3757";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3757";"2023-10-21 12:19:21";NULL
"EMO004470";"FP-01-PM8-VAS-VP40";;"TMEIC,BHKW11,F315H,355KW,85.0A,3KV,4P";"Installed";"PM8.VAS/P-VP-04/M";"3758";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3758";"2023-10-21 12:19:21";NULL
"EMO004471";"FP-01-PM8-VAS-VP50";;"TMEIC,BHKW11,F315H,355KW,85.0A,3KV,4P";"Installed";"PM8.VAS/P-VP-05/M";"3759";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3759";"2023-10-21 12:19:21";NULL
"EMO004472";"FP-01-PM8-VAS-VP60";;"TMEIC,BHKW11,F315H,355KW,85.0A,3KV,4P";"Installed";"PM8.VAS/P-VP-06/M";"3760";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3760";"2023-10-21 12:19:21";NULL
"EMO004473";"FP-01-PM8-VAS-VP70";;"TMEIC,BHKW11,F315H,355KW,85.0A,3KV,4P";"Installed";"PM8.VAS/P-VP-07/M";"3761";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3761";"2023-10-21 12:19:21";NULL
"EMO004474";"FP-01-PM8-VAS-VP80";;"TMEIC,BHKW11,F315H,355KW,85.0A,3KV,4P";"Installed";"PM8.VAS/P-VP-08/M";"3762";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3762";"2023-10-21 12:19:21";NULL
"EMO004475";"FP-01-PM8-VAS-VP90";;"OYSTROMBERG,HXUR808G2,500KW,114A,3KV";"Installed";"PM8.VAS/P-VP-09/M";"3763";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3763";"2023-10-21 12:19:21";NULL
"EMO004478";"FP-01-PM8-VAS-P610";;"CUTES,YE3-132-M-4,7.5KW,15A,4P,380V";"Installed";"PM8.VAS/P-SP-10(M)";"3745";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3745";"2023-10-21 12:19:21";NULL
"EMO004479";"FP-01-PM8-VAS-P620";;"CUTES,YE3-132-M-4,5.5KW,11.2A,4P,380V";"Installed";"PM8.VAS/P-SP-11(M)";"3746";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3746";"2023-10-21 12:19:21";NULL
"EMO004480";"FP-01-PM8-HOO-BL31";;"TYPE RUBIN 220,2.2KW,5.2A,2P,";"Installed";"PM8.HOO/SHOE/M-2";"3635";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3635";"2023-10-21 12:19:21";NULL
"EMO004484";"FP-01-SP8-RJS-CL40";;"SEW; 90L4; 2.2KW; 4.95A; 4P;380V";"Installed";"SP8.RJS/M-R-1(M)";"3861";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3861";"2023-10-21 12:19:21";NULL
"EMO004487";"FP-01-SP8-OCC-PAL1-SW01";;"SEW,BRE160MJ1,11KW,23A,4P,380V";"Installed";"SP8.OCC/M-6A";"3835";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3835";"2023-10-21 12:19:21";NULL
"EMO004488";"FP-01-SP8-OCC-PAL2-SW01";;"SEW,BRE160MJA,11KW,23A,4P,380V";"Installed";"SP8.OCC/M-6B";"3837";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3837";"2023-10-21 12:19:21";NULL
"EMO004489";"FP-01-PM8-WRE-TPWR-MD01";;"MOTOR,AC,IDF-CHK11 575A,355KW,4P,420V";"Installed";"PM8/WRE-TPWR-MD01";"3766";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3766";"2023-10-21 12:19:21";NULL
"EMO004490";"FP-01-PM8-WRE-BTWR-MD02";;"MOTOR,AC,IDF-CHK11 800A,500KW,4P,420V";"Installed";"PM8/WRE-BTWR-MD02";"3764";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3764";"2023-10-21 12:19:21";NULL
"EMO004492";"FP-01-PM8-PRS-PRS1-MD04";;"MOTOR,AC,IDF-CHK11 800A,500KW,4P,420V";"Installed";"PM8/PRS1-MD04-KUSTER";"3717";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3717";"2023-10-21 12:19:21";NULL
"EMO004493";"FP-01-PM8-PRS-PRS2-MD05";;"MOTOR,AC,ICF-CHKM11 770A,750KW,6P,690V";"Installed";"PM8/PRS-PRS2-MD05";"3719";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3719";"2023-10-21 12:19:21";NULL
"EMO004494";"FP-01-PM8-PRS-PRS2-MD06";;"MOTOR,AC,ICF-CHKM11 770A,750KW,6P,690V";"Installed";"PM8/PRS-PRS2-MD06";"3720";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3720";"2023-10-21 12:19:21";NULL
"EMO004495";"FP-01-PM8-DRY-GRP1-MD07";;"MOTOR,AC,IDF-CHK11 123A,75KW,4P,420V";"Installed";"PM8/GRP1-MD07";"3583";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3583";"2023-10-21 12:19:21";NULL
"EMO004496";"FP-01-PM8-DRY-GRP1-MD08";;"MOTOR,AC,IDF-CHK11 405A,250KW,4P,420V";"Installed";"PM8/GRP1-MD08";"3584";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3584";"2023-10-21 12:19:21";NULL
"EMO004497";"FP-01-PM8-DRY-GRP2-MD09";;"MOTOR,AC,IDF-CHK11 500A,300KW,4P,420V";"Installed";"PM8/GRP2-MD09";"3585";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3585";"2023-10-21 12:19:21";NULL
"EMO004498";"FP-01-PM8-DRY-GRP3-MD10";;"MOTOR,AC,IDF-CHK11 535A,335KW,4P,420V";"Installed";"PM8/GRP3-MD10";"3586";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3586";"2023-10-21 12:19:21";NULL
"EMO004499";"FP-01-PM8-DRY-GRP4-MD11";;"MOTOR,AC,IDF-CHK11 630A,400KW,4P,420V";"Installed";"PM8/GRP4-MD11";"3587";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3587";"2023-10-21 12:19:21";NULL
"EMO004500";"FP-01-PM8-DRY-GRP5-MD12";;"MOTOR,AC,IDF-CHK11 630A,400KW,4P,420V";"Installed";"PM8/GRP5-MD12";"3588";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3588";"2023-10-21 12:19:21";NULL
"EMO004501";"FP-01-PM8-DRY-GRP6-MD13";;"MOTOR,AC,IDF-CHK11 630A,400KW,4P,420V";"Installed";"PM8/GRP6-MD13";"3589";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3589";"2023-10-21 12:19:21";NULL
"EMO004502";"FP-01-PM8-DRY-GRP6-MD14";;"MOTOR,AC,TIKK-FBK8 26A,15KW,4P,420V";"Installed";"PM8/GRP6-MD14";"3590";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3590";"2023-10-21 12:19:21";NULL
"EMO004503";"FP-01-PM8-DRY-SZPR-MD15";;"MOTOR,AC,IKK-FCK8 26A,11KW,4P,420V";"Installed";"PM8/SZPR-MD15-PR";"3595";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3595";"2023-10-21 12:19:21";NULL
"EMO004504";"FP-01-PM8-DRY-SZPR-MD16";;"MOTOR,AC,IKK-FCK8 26A,11KW,4P,420V";"Installed";"PM8/SZPR-MD16-PR";"3596";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3596";"2023-10-21 12:19:21";NULL
"EMO004505";"FP-01-PM8-DRY-SZPR-MD17";;"MOTOR,AC,IDF-CHK11 405A,250KW,4P,420V";"Installed";"PM8/SZPR-MD17";"3597";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3597";"2023-10-21 12:19:21";NULL
"EMO004506";"FP-01-PM8-DRY-SZPR-MD18";;"MOTOR,AC,IDF-CHK11 178A,110KW,4P,420V";"Installed";"PM8/SZPR-MD18";"3598";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3598";"2023-10-21 12:19:21";NULL
"EMO004507";"FP-01-PM8-DRY-SZPR-MD19";"10031642";"DC MOTOR;420V,60Hz,15kW,26A,160L,B3";"Installed";"PM8/SZPR-MD19-M";"3599";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3599";"2023-10-21 12:19:21";NULL
"EMO004508";"FP-01-PM8-DRY-GRP7-MD20";;"MOTOR,AC,IDF-CHK11 123A,75KW,4P,420V";"Installed";"PM8/GRP7-MD20";"3591";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3591";"2023-10-21 12:19:21";NULL
"EMO004509";"FP-01-PM8-DRY-GRP7-MD21";;"MOTOR,AC,IDF-CHK11 535A,335KW,4P,420V";"Installed";"PM8/GRP7-MD21";"3592";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3592";"2023-10-21 12:19:21";NULL
"EMO004510";"FP-01-PM8-DRY-GRP8-MD22";;"MOTOR,AC,IDF-CHK11 800A,500KW,4P,420V";"Installed";"PM8/GRP8-MD22";"3593";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3593";"2023-10-21 12:19:21";NULL
"EMO004511";"FP-01-PM8-DRY-GRP8-MD23";;"MOTOR,AC,TIKK-FBK8 26A,15KW,4P,420V";"Installed";"PM8/GRP8-MD23-PR";"3594";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3594";"2023-10-21 12:19:21";NULL
"EMO004513";"FP-01-PM8-CAL-MD25";;"MOTOR,AC,IDF-CHK11 405A,250KW,4P,420V";"Installed";"PM8/CAL-TOP-MD25";"3569";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3569";"2023-10-21 12:19:21";NULL
"EMO004515";"FP-01-PM8-CAL-MD27";;;"Installed";"PM8/CAL-PR05-MD27";"3571";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3571";"2023-10-21 12:19:21";NULL
"EMO004516";"FP-01-PM8-REL-MD29";;"MOTOR,AC,TIKK 26A,15KW,4P,420V";"Installed";"PM8/REL-ER05-MD29";"3722";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3722";"2023-10-21 12:19:21";NULL
"EMO004517";"FP-01-PM8-REL-MD28";;"MOTOR,AC,IDF-CHK11 405A,250KW,4P,420V";"Installed";"PM8/REL-RD01-MD28";"3721";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3721";"2023-10-21 12:19:21";NULL
"EMO004518";"FP-01-PM8-REL-MD33";;"MOTOR,AC,TIKK 56A,33KW,6P,420V";"Installed";"PM8/REL-RSD1-MD33";"3723";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3723";"2023-10-21 12:19:21";NULL
"EMO004519";"FP-01-PM8-CUT-RWD1-MD34";"10008590";"GEAR MOTOR,BENZLER,7,25:1,11KW,1450/200";"Installed";"PM8.PRS/WI-RR-1-DS/M";"3887";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3887";"2023-10-21 12:19:21";NULL
"EMO004521";"FP-01-PM8-CUT-RWD1-MD31";;"MOTOR,AC,IDF-CHJ11 355H,500KW,4P,380V";"Installed";"PM8/RWD-MD31";"3581";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3581";"2023-10-21 12:19:21";NULL
"EMO004522";"FP-01-PM8-CUT-RWD1-MD32";;"MOTOR,AC,IDF-CHJ11 355H,500KW,4P,380V";"Installed";"PM8/RWD-MD32";"3582";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3582";"2023-10-21 12:19:21";NULL
"EMO004523";"FP-01-PM8-HYD-T980";;"OLAER,YXL100L-6,1.5KW,4A,380V,6P";"Installed";"PM8.AF02/AIRFANCOOLER/M";"3687";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3687";"2023-10-21 12:19:21";NULL
"EMO004524";"FP-01-PM8-HYD-T990-P990";;"TATUNG,IK/DB,2910,112M,3.7KW,8.7A,4P";"Installed";"PM8.HYD.P990/M";"3692";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3692";"2023-10-21 12:19:21";NULL
"EMO004525";"FP-01-PM8-HYD-T990-P991";;"Motor terkunci dalam Panel";"Installed";"PM8.HYD.P991/M";"3693";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3693";"2023-10-21 12:19:21";NULL
"EMO004526";"FP-01-PM8-HYD-T950";;"OLAER,YXL,100L-6,1.5KW,4A,6P,380V";"Installed";"PM8.AF01/AIRFANCOOLER/M";"3673";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3673";"2023-10-21 12:19:21";NULL
"EMO004527";"FP-01-PM8-LUB-T9A1-P9A1";;"OYSTROMBERGAB,HXUR,408G2,37KW,71A,4P,380V";"Installed";"PM8.LUB.P9A1/M";"3698";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3698";"2023-10-21 12:19:21";NULL
"EMO004528";"FP-01-PM8-LUB-T9A1-P9A2";;"ABB,HXA200LB-4,37KW,73A,4P,380V";"Installed";"PM8.LUB.P9A2/M";"3699";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3699";"2023-10-21 12:19:21";NULL
"EMO004529";"FP-01-PM8-LUB-T9B1-P9B1";;"ABB,M3AA,180ML4,18.5KW,34.5A,4P,380V";"Installed";"PM8.LUB.P9B1/M";"3700";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3700";"2023-10-21 12:19:21";NULL
"EMO004530";"FP-01-PM8-LUB-T9B1-P9B2";;"ABB,M3AA,180ML4,18.5KW,34.5A,4P,380V";"Installed";"PM8.LUB.P9B2/M";"3701";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3701";"2023-10-21 12:19:21";NULL
"EMO004531";"FP-01-PM8-HOO-BL20-EX21";;"MARATHON,HJN1,315L-4,160KW,4P,288A,380V";"Installed";"PM8.HOO.EX21/SF07BV00G01/M";"3632";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3632";"2023-10-21 12:19:21";NULL
"EMO004532";"FP-01-PM8-HOO-BL20-EX20";;"MARATHON,HJN1,225S-4,37KW,69.7A,4P,380V";"Installed";"PM8.HOO.EX20/SH19CV00K01/M";"3631";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3631";"2023-10-21 12:19:21";NULL
"EMO004533";"FP-01-PM8-HOO-BL40-EX41";;"MARATHON,HJN1,355L-4,315KW,559A,4P,380V";"Installed";"PM8.HOO.EX41/SH19BV02G01/M";"3638";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3638";"2023-10-21 12:19:21";NULL
"EMO004534";"FP-01-PM8-HOO-BL40-EX40";;"MARATHON,HK315L2-8,110KW,224A,8P,380V";"Installed";"PM8.HOO.EX40/SH04BV00G01/M";"3637";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3637";"2023-10-21 12:19:21";NULL
"EMO004535";"FP-01-PM8-PRS-PRS1-BL01";;"MARATHON,HJN1,225M,45KW,81.8A,2P,380V";"Installed";"PM8.PRS1.BL01/SH19CV00G01";"3716";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3716";"2023-10-21 12:19:21";NULL
"EMO004536";"FP-01-PM8-HOO-BL40-SF41";;"MARATHON,HJN1,315L-4,200KW,359A,4P,280V";"Installed";"PM8.HOO.SF41/SH04CV00G01/M";"3639";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3639";"2023-10-21 12:19:21";NULL
"EMO004537";"FP-01-PM8-HOO-BL40-CF40";;"MARATHON,HJN1,132S2-2,7.5KW,14.7A,2P,380V";"Installed";"PM8.HOO.CF40/SH04CV00K03";"3636";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3636";"2023-10-21 12:19:21";NULL
"EMO004538";"FP-01-PM8-HOO-BL50-EX51";;"MARATHON,HJN1,355L-4,315KW,559A,4P,380V";"Installed";"PM8.HOO.EX51/SH22BV00G01/M";"3642";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3642";"2023-10-21 12:19:21";NULL
"EMO004539";"FP-01-PM8-HOO-BL50-EX50";;"MARATHON,HK315L2-8,110KW,224A,8P,380V";"Installed";"PM8.HOO.EX50/SH07BV00G01/M";"3641";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3641";"2023-10-21 12:19:21";NULL
"EMO004540";"FP-01-PM8-HOO-BL50-SF50";;"MARATHON,HJN1,315M4,200KW,359A,4P,380V";"Installed";"PM8.HOO.SF50/SH07CV00G01/M";"3643";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3643";"2023-10-21 12:19:21";NULL
"EMO004541";"FP-01-PM8-HOO-BL50-CF50";;"MARATHON,HJN1,132S-2,7.5KW,14.7A,2P,380V";"Installed";"PM8.HOO.CF50/SH07CV00G02";"3640";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3640";"2023-10-21 12:19:21";NULL
"EMO004542";"FP-01-PM8-HOO-BL60-EX60";;"MARATHON,HJN1,160L-4,15KW,29.6A,4P,380V";"Installed";"PM8.HOO.EX60/SZ01EV00G01/M";"3644";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3644";"2023-10-21 12:19:21";NULL
"EMO004543";"FP-01-PM8-HOO-BL70-EX71";;"MARATHON,HJN1,315M4,132KW,241A,4P,280V";"Installed";"PM8.HOO.EX71/SJ19BV00G01/M";"3647";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3647";"2023-10-21 12:19:21";NULL
"EMO004544";"FP-01-PM8-HOO-BL70-EX70";;"MARATHON,HK315M8,75KW,156A";"Installed";"PM8.HOO.EX70/SJ22BV00G01/M";"3646";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3646";"2023-10-21 12:19:21";NULL
"EMO004545";"FP-01-PM8-HOO-BL70-SF70";;"MARATHON,HJN1,315S-4,110KW,201A,4P,380V";"Installed";"PM8.HOO.SF70/SJ22CV00G01/M";"3648";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3648";"2023-10-21 12:19:21";NULL
"EMO004546";"FP-01-PM8-HOO-BL70-CF70";;"MARATHON,HJN1,1OOL2-4,3KW,6.50A,";"Installed";"PM8.HOO.CF70/SJ22CV00G02";"3645";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3645";"2023-10-21 12:19:21";NULL
"EMO004547";"FP-01-PM8-HOO-BL80-EX80";;"MARATHON,HJN1,160L4,15KW,29.6A,4P,380V";"Installed";"PM8.HOO.EX80/SZ01PV00G01/M";"3649";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3649";"2023-10-21 12:19:21";NULL
"EMO004548";"FP-01-PM8-HOO-BL90-EX90";;"MARATHON,HJN1,225S-4,37KW,69.7A,4P,380V";"Installed";"PM8.HOO.EX90/M";"3650";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3650";"2023-10-21 12:19:21";NULL
"EMO004549";"FP-01-PM8-HOO-LD01";;"BAUER,ZO15B9HN4Nm,180VDC,0.24A,";"Installed";"PM8.HOO/LD-01/M";"3651";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3651";"2023-10-21 12:19:21";NULL
"EMO004550";"FP-01-PM8-HOO-LD02";;"BAUER,BK60-11U/D09XA4,3KW,400V,6.8A,14RPM";"Installed";"PM8.HOO/LD-02/M";"3652";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3652";"2023-10-21 12:19:21";NULL
"EMO004551";"FP-01-PM8-HOO-LD03";;"BAUER,BK60-11U/D09XA4,3KW,400V,6.8A,14RPM";"Installed";"PM8.HOO/LD-03/M";"3653";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3653";"2023-10-21 12:19:21";NULL
"EMO004552";"FP-01-PM8-HOO-LD04";;"BAUER,BK60-11U/D09XA4,3KW,400V,6.8A,14RPM";"Installed";"PM8.HOO/LD-04/M";"3654";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3654";"2023-10-21 12:19:21";NULL
"EMO004553";"FP-01-PM8-HOO-LD05";;"BAUER,BK60-11U/D09XA4,3KW,400V,6.8A,14RPM";"Installed";"PM8.HOO/LD-05/M";"3655";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3655";"2023-10-21 12:19:21";NULL
"EMO004554";"FP-01-PM8-HOO-LD06";;"BAUER,BK60-11U/D09XA4,3KW,400V,6.8A,14RPM";"Installed";"PM8.HOO/LD-06/M";"3656";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3656";"2023-10-21 12:19:21";NULL
"EMO004555";"FP-01-PM8-HOO-LD07";;"BAUER,BK60-11U/D09XA4,3KW,400V,6.8A,14RPM";"Installed";"PM8.HOO/LD-07/M";"3657";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3657";"2023-10-21 12:19:21";NULL
"EMO004556";"FP-01-PM8-CUT-RWD1-BL03";;"MARATHON,HJN1,160L4,15KW,29.6A,4P,380V";"Installed";"PM8.RWD/SZ01SV00G01/FAN/M";"3577";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3577";"2023-10-21 12:19:21";NULL
"EMO004557";"FP-01-PM8-CUT-RWD1-MD35";;"MOTOR,AC,M2AA 160M,11KW,4P,380V";"Installed";"PM8.PRS/WI-RR-2-TS/M";"3888";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3888";"2023-10-21 12:19:21";NULL
"EMO004558";"FP-01-PM8-CUT-RWD1-MD36";;"MOTOR,AC,M2AA 160M,15KW,2P,380V";"Installed";"PM8.CUT/WI–ER–1/M";"3889";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3889";"2023-10-21 12:19:21";NULL
"EMO004559";"FP-01-PM8-CUT-RWD1-MD30";;"MOTOR, FANBLOWER 112M,3.7KW,4P,380V";"Installed";"PM8.CUT/FANBLOWER-MD30/M";"3580";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3580";"2023-10-21 12:19:21";NULL
"EMO004562";"FP-01-PM8-HYD-T945-P945";;"HUYER,HMC3,160M,4.11KW,21A,4P,400V";"Installed";"PM8.HYD/MCL-MJH/M";"3671";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3671";"2023-10-21 12:19:21";NULL
"EMO004563";"FP-01-PM8-HYD-T945-P946";;"BEVI2SIEL,90L4,1.5KW,3.4A,4P";"Installed";"PM8.MCL.OIL/M";"3672";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3672";"2023-10-21 12:19:21";NULL
"EMO004564";"FP-01-PM8-PMA-CRN1-CTR1";;"DEMAG,ZBF112A8-2,0.46/1.90KW,2.50/4.30A,705/2855RPM,380V";"Installed";"PM8.CRN1.CTR1/M1A";"3704";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3704";"2023-10-21 12:19:21";NULL
"EMO004565";"FP-01-PM8-PMA-CRN1-LTR1";;"DEMAG,ZBF132B82,0.88/3.50KW,4.10/7.7A,8P/2P,380V";"Installed";"PM8.CRN1.LTR1/M";"3706";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3706";"2023-10-21 12:19:21";NULL
"EMO004566";"FP-01-PM8-PMA-CRN1-HST1";;"DEMAG,ZBR132D12-2,1.4/8.9KW,9.6/18.5A,400/2870RPM,380V";"Installed";"PM8.CRN1.HST1/M";"3705";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3705";"2023-10-21 12:19:21";NULL
