"id";"emo_detail";"manufacture";"serial_number";"type";"power_rate";"power_unit";"voltage";"current_nominal";"frequency";"pole";"rpm";"bearing_de";"bearing_nde";"frame_type";"shaft_diameter";"phase_supply";"cos_phi";"efficiency";"ip_rating";"insulation_class";"duty";"connection_type";"nipple_grease";"greasing_type";"greasing_qty_de";"greasing_qty_nde";"length";"width";"height";"weight";"cooling_fan";"mounting"
"1744";"EMO000863";"SEW";"3501015847";"R102";"0.55";"kW";"380";"1.9";"50";"4";"1380";;;;"0";"3";"0.71";;"54";"F";"S1";"Start";"Not Available";;"0";"0";"0";"0";"0";"0";;"Vertical"
"1745";"EMO000857";"ABB";"3290532/3055";"M2BA";"55";"kW";"380";"105";"50";"4";"1477";"6313C3";"6313C3";"225S";"60";"3";"0.84";;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"225";"0";"Internal";"Horizontal"
"1746";"EMO000861";"TECO";"C56103 -1";"AEEB";"75";"kW";"380";"143";"50";"6";"975";"NU318";"6316";"280M";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"280";"0";"Internal";"Horizontal"
"1747";"EMO000854";"TECO";"D57311-3";"AECT";"800";"HP";"3000";"131.5";"50";"4";"1475";"NU220";"6322";"450 C";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"450";"0";;"Horizontal"
"1748";"EMO000846";"BALDOR";"09R45XB";"895C";"4";"HP";"380";"10.1";"50";"8";"720";"6309RS";"6203";;"0";"3";;"0.80";;"F";;;"Not Available";;"0";"0";"0";"0";"0";"0";;"Vertical"
"1749";"EMO000847";"BALDOR";"35H849T366";"F395";"0.55";"kW";"380";"2.2";"50";"12";"475";"6203";"6203";;"0";"3";;;;"F";;;"Not Available";;"0";"0";"0";"0";"0";"0";;"Vertical"
"1750";"EMO002734";"WORD";"9418763";"IKK";"5.5";"kW";"380";"11";"50";"4";"1440";"6308";"6208";"132 S";"0";"3";;;"55";"F";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"132";"0";;"Vertical"
"1751";"EMO000851";"SEW";"351913672";"R102";"0.55";"kW";"380";"1.9";"50";"4";"1380";;;;"0";"3";"0.71";;"54";"F";"S1";"Start";"Not Available";;"0";"0";"0";"0";"0";"0";;"Vertical"
"1752";"EMO000848";"U.S";;"CTE";"5";"HP";"380";"8";"50";"4";"1425";"6206";"6206";;"0";"3";;;;"F";;;"Not Available";;"0";"0";"0";"0";"0";"0";;"Vertical"
"1753";"EMO001063";"ABB";;"M2AA";"5.5";"kW";"380";"11.7";"50";"4";"1470";"6208";"6206";"132M";"0";"3";;;"55";"F";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"132";"0";"Internal";"Horizontal"
"1754";"EMO003396";"ABB";"3171964/2272VM";"HXR";"75";"kW";"380";"144";"50";"4";"1470";"6316";"6315";"280 S";"0";"3";"0.85";;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"280";"0";;"Horizontal"
"1755";"EMO000979";"ABB";;;"5.5";"kW";"380";"11";"50";"4";"1470";;;"132M";"0";"3";;;;;;"Delta";"Not Available";;"0";"0";"0";"0";"132";"0";"Internal";"Horizontal"
"1756";"EMO000852";"TECO";"C56103-2";"AEEB";"75";"kW";"380";"143";"50";"6";"975";"NU318";"6316";"280 M";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"280";"0";;"Horizontal"
"1757";"EMO003074";"TECO";"D105223-1";"AECT";"600";"kW";"3000";"136";"50";"4";"1485";"NU224";"6322";"450 B";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"450";"0";;"Horizontal"
"1758";"EMO000987";"TECO";"D56331-3";"AEJK";"250";"kW";"3000";"59.2";"50";"6";"989";"NU220";"6322";"355 C";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"355";"0";;"Horizontal"
"1759";"EMO003325";"ABB";"4548685";"HXR 355";"250";"kW";"3000";"56";"50";"6";"989";"6322";"6319";"355 C";"0";"3";;;"55";"F";"S1";"Inverter";"Available";;"0";"0";"0";"0";"355";"0";;"Horizontal"
"1760";"EMO000856";"SEW";;;"11";"kW";"380";"28.5";"50";"4";"1470";;;"160";"0";"3";;;"55";"F";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"160";"0";;"Vertical"
"1761";"EMO000842";"SEW";"341";;"11";"kW";"380";"28.5";"50";"4";"1470";;;"160";"0";"3";;;"55";"F";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"160";"0";;"Vertical"
"1762";"EMO000585";"ABB";;"MBT160M";"11";"kW";"380";"23";"50";"4";"1450";"6309";"6307";"160 M";"0";"3";;;"55";"F";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"160";"0";;"Horizontal"
"1763";"EMO001002";"Tunglee";"T13P30101";"TL";"0.4";"kW";"380";"1";"50";"4";"1400";;;;"0";"3";;;"55";"F";"S1";"Start";"Not Available";;"0";"0";"0";"0";"0";"0";;"Vertical"
"1764";"EMO002878";"TECO";"MN60050-10";"AEAC";"7.5";"kW";"380";"15.7";"50";"4";"1445";"6309";"6306";"132M";"0";"3";;;"54";"B";;"Delta";"Not Available";;"0";"0";"0";"0";"132";"0";"Internal";"Vertical"
"1765";"EMO001939";"ASGEN";"304103";;"45";"kW";"380";"83";"50";"4";"1470";;;"225M";"0";"3";;;;;;;"Available";;"0";"0";"0";"0";"225";"0";"Internal";"Horizontal"
"1766";"EMO000919";"STROMBERG";"0923MK";"HXR";"22";"kW";"380";"43";"50";"4";"1470";"6310C3";"609C3";"180L";"48";"3";"0.86";;;"B";"S1";"Delta";"Available";;"0";"0";"0";"0";"18";"0";"Internal";"Horizontal"
"1767";"EMO000918";"TECO";"C56104-1";"AEEB";"90";"kW";"380";"171";"50";"6";"975";"NU320";"6316";"315S";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"315";"0";"Internal";"Horizontal"
"1768";"EMO000917";"ABB";;"M2BA";"55";"kW";"380";"103";"50";"4";"1455";"6315";"6315";"250S";"65";"3";"0.87";;"55";"F";;"Start";"Available";;"0";"0";"349";"406";"250";"0";"Internal";"Horizontal"
"1769";"EMO000916";"TECO";;"AEEBPA";"22";"kW";"380";"46.4";"50";"6";"970";"6312";"6212";"200L";"55";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"305";"318";"200";"0";"Internal";"Horizontal"
"1770";"EMO000985";"TECO";"7793080021";"AEEBKB";"55";"kW";"380";"105";"50";"4";"1470";"NU216";"6213";"250 S";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"250";"0";;"Horizontal"
"1771";"EMO001007";"TECO";"C56109-1";"AEEBKB";"150";"kW";"380";"274";"50";"4";"1480";"NU320";"6316";"315 MC";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"315";"0";;"Horizontal"
"1772";"EMO001567";"Huada";"6088301j";"Y2";"30";"kW";"380";"57.6";"50";"4";"1470";;;"200 L";"0";"3";;;"55";"F";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"200";"0";"Internal";"Horizontal"
"1773";"EMO003425";"TECO";"9106306003";"AEEBKB";"132";"kW";"380";"227";"50";"4";"1480";"NU320";"6316";"315";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"315";"0";;"Horizontal"
"1774";"EMO000911";"TECO";"C56102-3";"AEEB";"55";"kW";"380";"108";"50";"6";"975";"NU318";"6316";"280 S";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"280";"0";;"Horizontal"
"1775";"EMO003328";"TECO";"P650470046";"AEEB";"15";"kW";"380";"29";"50";"4";"1450";"6309";"6307";"160 L";"0";"3";;;"55";"F";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"160";"0";;"Horizontal"
"1776";"EMO001583";"TECO";"82254-2";"AEEBKB";"30";"kW";"380";"58";"50";"6";"975";;;;"0";"3";;;"55";"F";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";;"Horizontal"
"1777";"EMO000909";"TECO";"P9800591";"AEEB";"75";"kW";"380";"143";"50";"6";"975";"NU318";"6316";"280 M";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"280";"0";;"Horizontal"
"1778";"EMO001680";"TECO";"MN301189";"AEEB";"55";"kW";"380";"105";"50";"4";"1470";"NU216";"6213";"250";"70";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"311";"406";"250";"0";;"Horizontal"
"1779";"EMO000969";"Sweco";;;"5";;"380";"8.8";"50";"6";"1000";;;"215";"0";"3";;;;"B";;"Delta";"Available";;"0";"0";"178";"216";"215";"0";"Internal";"Horizontal"
"1780";"EMO000968";"Sweco";"Y08Y180R028";;"5";"HP";"380";"8.8";"50";"6";"1000";;;"215";"0";"3";;;;"B";;"Delta";"Available";;"0";"0";"178";"216";"215";"0";"Internal";"Horizontal"
"1781";"EMO003614";"ABB";;"MBT";"55";"kW";"380";"108";"50";"4";"1475";"6214";"6214";"250";"65";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"349";"406";"250";"0";;"Horizontal"
"1782";"EMO000939";"ABB";"32904052985VM";"M2BA";"55";"kW";"380";"99";"50";"2";"2962";"6315";"6315";"250";"60";"3";"0.90";;"55";"F";"S1";"Delta";"Available";;"0";"0";"310";"410";"250";"0";;"Horizontal"
"1783";"EMO000938";"ABB";"32848072800WM";"M2BA";"75";"kW";"380";"139";"50";"4";"1475";"6315";"6315";"250";"65";"3";"0.88";;"55";"F";"S1";"Delta";"Available";;"0";"0";"311";"406";"250";"0";;"Horizontal"
"1784";"EMO000488";"ASGEN";;"ASG 180L";"22";"kW";"380";"50";"50";"4";"1450";;;"180 L";"0";"3";"0.81";;"55";"F";"S1";"Delta";"Available";;"0";"0";"305";"318";"180";"0";"Internal";"Horizontal"
"1785";"EMO004926";"STROMBERG";"3115896";"HXUR";"30";"kW";"380";"60";"50";"4";"1465";"6312";"6311";"200 M";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"241";"279";"200";"0";;"Horizontal"
"1786";"EMO003123";"ABB";"3239833";"M2BA";"90";"kW";"380";"159";"50";"2";"2970";"6316";"6316";"280S";"65";"3";"0.90";;"55";"F";;"Delta";"Available";;"0";"0";"0";"457";"280";"0";"Internal";"Horizontal"
"1787";"EMO000934";"ABB";"3259208";"M2BA";"45";"kW";"380";"86";"50";"4";"1477";"6313";"6313";"225S";"60";"3";"0.85";;"55";"F";;"Delta";"Available";;"0";"0";"0";"356";"225";"0";"Internal";"Horizontal"
"1788";"EMO003956";"Siemens";"KV3286A";"IMB3";"110";"kW";"380";"183";"50";"2";"2975";"6315";"6315";"280M";"0";"3";"0.91";;"55";"F";;"Delta";"Available";;"0";"0";"0";"457";"280";"0";"Internal";"Horizontal"
"1789";"EMO000932";"ABB";"3290397";"M2BA";"75";"kW";"380";"134";"50";"2";"2970";"6315";"6315";"250S";"60";"3";"0.91";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1790";"EMO002899";"TECO";"P9524601";"AEEB";"45";"kW";"380";"93";"50";"4";"1465";"6313";"6213";"225M";"60";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"356";"225";"0";"Internal";"Horizontal"
"1791";"EMO001881";"TECO";;"AEEB";"15";"kW";"380";"30";"50";"6";"965";"6311";"6310";"180L";"48";"3";;;"54";"F";;"Delta";"Not Available";;"0";"0";"279";"279";"180";"0";"Internal";"Horizontal"
"1792";"EMO001015";"TECO";"D7A370-1";"ACT-VB001";"600";"kW";"3000";"146";"50";"6";"986";"NU326";"6322";"500 A";"0";"3";;;"55";"F";"S1";;"Available";;"0";"0";"1120";"900";"500";"0";;"Horizontal"
"1793";"EMO001014";"TECO";"D57312-1";"ACT";"600";"kW";"3000";"140";"50";"6";"984";"NU224";"6322";"450 C";"0";"3";;;"55";"F";"S1";;"Available";;"0";"0";"1120";"900";"450";"0";;"Horizontal"
"1794";"EMO001637";"TECO";"MN600065-1";"AEEB";"175";"HP";"380";"250";"50";"6";"975";"NU320";"6316";"315 M";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"410";"510";"315";"0";;"Horizontal"
"1795";"EMO001012";"TECO";"C56103-4";"AEEB";"75";"kW";"380";"143";"50";"6";"975";"NU318";"6316";"280 MC";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"419";"457";"280";"0";;"Horizontal"
"1796";"EMO003933";"Marathon";"WX22001915-1000J";"HCM";"300";"kW";"3000";"74.7";"50";"6";"990";"NU326";"6326";"400 HCM";"0";"3";"0.82";"0.94";"55";"F";"S1";;"Available";;"0";"0";"1000";"700";"400";"0";;"Horizontal"
"1797";"EMO003671";"Marathon";"32000039180101";"HCM400";"300";"kW";"3000";"75.4";"50";"6";"990";"NU326";"6326";"400";"0";"3";;;"55";"F";"S1";"Start";"Available";;"0";"0";"800";"650";"400";"0";"Internal";"Horizontal"
"1798";"EMO001009";"TECO";"D74382";"AEJT";"410";"kW";"3000";"97.1";"50";"6";"985";"NU324";"6322";"450 M";"0";"3";;;"55";"F";"S1";;"Available";;"0";"0";"0";"0";"450";"0";;"Horizontal"
"1799";"EMO001008";"TECO";"H7105109049";"AEEB";"37";"kW";"380";"65.8";"50";"2";"2900";"6312";"6212";"200L";"55";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"305";"318";"200";"0";"Internal";"Horizontal"
"1800";"EMO003113";"TECO";;"AEEBKB";"30";"kW";"380";"53.8";"50";"4";"1468";"6312";"6212";"200 L";"0";"3";"0.85";;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"200";"0";;"Vertical"
"1801";"EMO000965";"TECO";"7791310008";"AEEB";"30";"kW";"380";"57";"50";"4";"1470";"6312";"6212";"200 L";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"200";"0";;"Vertical"
"1802";"EMO002167";"ABB";"3259204";"M2BA";"45";"kW";"380";"88";"50";"4";"1470";"6313";"6313";"225 M";"60";"3";"0.84";;"55";"F";"S1";"Delta";"Available";;"0";"0";"311";"356";"225";"0";;"Horizontal"
"1803";"EMO000963";"ABB";;"QU";"4";"kW";"380";"8.6";"50";"4";"1435";;;"112 M";"28";"3";"0.84";;"55";"F";"S1";"Delta";"Not Available";;"0";"0";"140";"190";"112";"0";;"Horizontal"
"1804";"EMO003843";"ABB";"3175326/3783VM";"HXR";"55";"kW";"380";"107";"50";"4";"1475";"6312";"6312";"225 S";"60";"3";"0.80";;"55";"F";"S1";"Delta";"Available";;"0";"0";"286";"356";"225";"0";;"Horizontal"
"1805";"EMO005039";"ABB";"818344";"QU";"4";"kW";"380";"8.6";"50";"4";"1435";;;"112M";"28";"3";;;"55";"F";"S1";"Delta";"Not Available";;"0";"0";"140";"190";"112";"0";;"Horizontal"
"1806";"EMO001275";"HUADA";;"Y2";"4";"kW";"380";"8.6";"50";"4";"1430";;;"112";"28";"3";;;"55";"F";"S1";"Delta";"Not Available";;"0";"0";"140";"190";"112";"0";;"Horizontal"
"1807";"EMO003995";"Marathon";"AK15192301J";"HJN1";"11";"kW";"380";"22";;"4";"1455";;;"160M";"0";"3";"0.84";;"55";"F";;"Delta";"Available";;"0";"0";"210";"254";"225";"0";"Internal";"Horizontal"
"1808";"EMO003288";"TECO";"H61050443";"AEEB";"11";"kW";"380";"20.9";"50";"4";"1485";"6309";"6307";"160";"42";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"215";"254";"160";"0";"Internal";"Horizontal"
"1809";"EMO003099";"TECO";"243080";"AEEB";"18.5";"kW";"380";"37";"50";"4";"1455";"6311";"6310";"180 M";"48";"3";;;"55";"F";"S1";"Delta";"Not Available";;"0";"0";"241";"279";"180";"0";;"Horizontal"
"1810";"EMO000956";"ASEA";;;"18.5";"kW";"380";"37";"50";"4";"1450";"6310";"6309";"180 M";"48";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"241";"279";"180";"0";"Internal";"Horizontal"
"1811";"EMO003368";"SEW";;"KF76";"0.75";"kW";"380";"2.1";"50";"4";"1400";;;;"0";"3";;;"55";"F";"S1";;"Not Available";;"0";"0";"0";"0";"0";"0";;"Vertical"
"1812";"EMO003367";"SEW";;"KF76";"0.75";"kW";"380";"2.1";"50";"4";"1400";;;;"0";"3";;;"55";"F";"S1";;"Not Available";;"0";"0";"0";"0";"0";"0";;"Vertical"
"1813";"EMO002590";"TOSHIBA";"54031669";"IK";"2.2";"kW";"380";"5.1";"50";"6";"950";"6206";"6207";"112";"0";"3";;;"44";"E";;"Delta";"Not Available";;"0";"0";"140";"190";"112";"0";"Internal";"Horizontal"
"1814";"EMO002589";"TECO";;"AEEB";"2.2";"kW";"380";"5.1";"50";"6";"970";"6207";"6206";"112";"0";"3";;;;;;"Delta";"Not Available";;"0";"0";"140";"190";"112";"0";"Internal";"Horizontal"
"1815";"EMO000026";"Asgen";"353668";;"2.2";"kW";"380";"5.5";"50";"6";"980";"6207";"6207";"112";"0";"3";;;;;;"Delta";"Not Available";;"0";"0";"140";"190";"112";"0";"Internal";"Horizontal"
"1816";"EMO002591";"TOSHIBA";"54031975";"IKK";"7.5";"kW";"380";"15.4";"50";"6";"960";"6310";"6208";"160";"42";"3";;;"44";"B";;"Delta";"Not Available";;"0";"0";"310";"254";"160";"0";"Internal";"Horizontal"
"1817";"EMO002592";"TOSHIBA";"54031972";"IKK";"7.5";"kW";"380";"15.4";"50";"6";"960";"6310";"6208";"160";"42";"3";;;"44";"B";;"Delta";"Not Available";;"0";"0";"310";"254";"160";"0";"Internal";"Horizontal"
"1818";"EMO002593";"TOSHIBA";"54031974";"IKK";"7.5";"kW";"380";"15.4";"50";"6";"960";"6310";"6208";"160M";"42";"3";;;"44";"B";;"Delta";"Not Available";;"0";"0";"310";"254";"160";"0";"Internal";"Horizontal"
"1819";"EMO000090";"ROTORNI";"SA686379";"XF";"30";"kW";"380";"59";"50";"4";"1485";;;"200L";"55";"3";;;"54";"F";"S1";"Delta";"Available";;"0";"0";"315";"318";"200";"0";"Internal";"Horizontal"
"1820";"EMO002566";"TECO";"1871001336B046";"AEEB";"30";"kW";"380";"57";"50";"4";"1460";"6312";"6212";"200L";"55";"3";;;"54";"F";"S1";"Delta";"Available";;"0";"0";"315";"318";"200";"0";"Internal";"Horizontal"
"1821";"EMO003369";"DREHSTORM";"684379";;"0.4";"kW";"380";"1.7";"50";"4";"1460";"6204";"6204";"80A";"0";"3";;;"54";"F";;"Start";"Not Available";;"0";"0";"0";"0";"80";"0";"Internal";"Horizontal"
"1822";"EMO003370";"BEVI";"1,871E+13";;"0.4";"kW";"380";"1.7";"50";"4";"1400";"6204";"6204";"80A";"0";"3";;;"55";"F";;"Start";"Not Available";;"0";"0";"0";"0";"80";"0";"Internal";"Horizontal"
"1823";"EMO002565";"HITACHI";"D705954";"TFO";"7.5";"kW";"380";"15.5";"50";"6";"960";"6309";"6307";;"0";"3";;;;"B";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";;
"1824";"EMO002564";"HITACHI";"D705954";"TFO";"7.5";"kW";"380";"15.5";"50";"6";"9600";"6309";"6307";;"0";"3";;;;"B";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";
"1825";"EMO002626";"TECO";"P9508203";"AEEB";"55";"kW";"380";"105";"50";"4";"1470";"NU216";"6513";"250S";"70";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"311";"318";"250";"0";"Internal";"Horizontal"
"1826";"EMO000229";"WEG";;;"5";"HP";"380";"9.5";"50";"2";"3000";;;;"0";"3";;;"55";"F";"S1";"Delta";"Not Available";;"0";"0";"140";"216";"0";"0";"Internal";"Horizontal"
"1827";"EMO002624";"WEG";"11696";;"5";"HP";"380";"9.5";"50";"2";"3000";;;;"0";"3";;;;;;"Delta";"Not Available";;"0";"0";"140";"216";"0";"0";"Internal";"Horizontal"
"1828";"EMO000774";"TECO";;"AEEB";"7.5";"kW";"380";"15";"50";"2";"2900";"6308";"6306";"132S";"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"140";"216";"132";"0";"Internal";"Horizontal"
"1829";"EMO001944";"TECO";"P9527553";"AEEB";"110";"kW";"380";"205";"50";"4";"1480";"NU218";"6214";"280M";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"419";"457";"280";"0";"Internal";"Horizontal"
"1830";"EMO002620";"TECO";"C56108-2";"AEEB";"110";"kW";"380";"205";"50";"4";"1480";"NU318";"6316";"280M";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"411";"457";"280";"0";"Internal";"Horizontal"
"1831";"EMO002622";"TECO";"C72043-11";"AEEB";"110";"kW";"380";"205";"50";"4";"1480";"NU318";"6316";"280MC";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"419";"457";"280";"0";"Internal";"Horizontal"
"1832";"EMO001855";"TECO";"MN60032-6";"AEEB";"55";"kW";"380";"102";"50";"4";"1425";"6316";"6213";"250S";"70";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"311";"406";"250";"0";"Internal";"Horizontal"
"1833";"EMO000573";"ABB";"233";"MBT";"37";"kW";"380";"74";"50";"4";"1475";;;"225S";"60";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"311";"356";"225";"0";"Internal";"Horizontal"
"1834";"EMO002617";"TECO";"P9508202";"AEEB";"55";"kW";"380";"105";"50";"4";"1470";"NU216";"6213";"250S";"70";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"311";"406";"250";"0";"Internal";"Horizontal"
"1835";"EMO002616";"TECO";"P9508204";"AEEB";"55";"kW";"380";"105";"50";"4";"1470";"NU216";"6213";"250S";"70";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"311";"406";"250";"0";"Internal";"Horizontal"
"1836";"EMO000990";"TECO";"75C340047";"AEEB";"37";"kW";"380";"72.7";"50";"4";"1465";"6313";"6213";"225S";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"290";"356";"225";"0";"Internal";"Horizontal"
"1837";"EMO002900";"TECO";"P9527362";"AEEB";"45";"kW";"380";"93";"50";"4";"1455";"6313";"6213";"225M";"60";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"311";"356";"225";"0";"Internal";"Horizontal"
"1838";"EMO002883";"ABB";"131";"MBT";"7.5";"kW";"380";"16";"50";"4";"1440";;;"132";"38";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"178";"216";"132";"0";"Internal";"Horizontal"
"1839";"EMO001044";"SCROCH";"20668400425";"KA7250M";"55";"kW";"380";"103";"50";"4";"1475";;;"250M";"65";"3";"0.86";;"54";"F";"S1";"Delta";"Available";;"0";"0";"349";"406";"250";"0";"Internal";"Horizontal"
"1840";"EMO001043";"SCROCH";"20465401/12";"KA7";"55";"kW";"380";"104";"50";"4";"1475";;;"250M";"65";"3";"0.85";;"54";"F";"S1";"Delta";"Available";;"0";"0";"349";"406";"250";"0";"Internal";"Horizontal"
"1841";"EMO001042";"SCROCH";"206817017/10";"KA7";"100";"HP";"380";"126";"50";"4";"1780";"NU316J";"6313C3";"280S";"75";"3";;"0.95";"55";"F";;"Delta";"Available";;"0";"0";"370";"460";"280";"0";"Internal";"Horizontal"
"1842";"EMO001041";"SCROCH";"20152501/9";"KA7";"75";"kW";"380";"139";"50";"4";"1485";"NU316J";"6316C3";"280S";"75";"3";"0.86";;"54";"F";"S1";"Delta";"Available";;"0";"0";"370";"460";"280";"0";"Internal";"Horizontal"
"1843";"EMO001040";"SCROCH";"20152502/10";"KA7";"75";"kW";"380";"139";"50";"4";"1475";"NU316J";"6316";"280S";"75";"3";"0.86";;"54";"F";"S1";"Delta";"Available";;"0";"0";"370";"460";"280";"0";"Internal";"Horizontal"
"1844";"EMO001039";"SCROCH";"20152502/9";"KA7";"75";"kW";"380";"139";"50";"4";"1475";"NU316J";"6316";"280S";"75";"3";"0.86";;"54";"F";"S1";"Delta";"Available";;"0";"0";"370";"460";"280";"0";"Internal";"Horizontal"
"1845";"EMO001038";"SCROCH";"20152502/6";"KA7";"75";"kW";"380";"139";"50";"4";"1475";"NU316J";"6316";"280S";"75";"3";"0.86";;"54";"F";"S1";"Delta";"Available";;"0";"0";"370";"460";"280";"0";"Internal";"Horizontal"
"1846";"EMO000951";"ABB";"3296809";"M2BA";"110";"kW";"380";"200";"50";"4";"1486";"6319";"6316";"315S";"80";"3";"0.88";;"55";"F";;"Delta";"Available";;"0";"0";"457";"508";"315";"0";"Internal";"Horizontal"
"1847";"EMO003512";"TECO";"FC143281T1-1";"AEJT";"300";"kW";"3000";"75.4";"50";"6";"985";"NU330";"6322";"400";"0";"3";;;"55";"F";;;"Available";;"0";"0";"800";"710";"400";"0";"Internal";"Horizontal"
"1848";"EMO000949";"TECO";"P9538201";"AEEB";"132";"kW";"380";"242";"50";"4";"1480";"NU320";"6316";"315";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"419";"508";"715";"0";"Internal";"Horizontal"
"1849";"EMO002931";"TECO";"D56333C-1";"AEJT";"300";"kW";"3000";"73.6";"50";"6";"982";"NU220";"6322";"400A";"0";"3";;;"55";"F";;;"Available";;"0";"0";"800";"710";"400";"0";"Internal";"Horizontal"
"1850";"EMO000947";"TECO";"P9539841";"AEEB";"110";"kW";"380";"205";"50";"4";"1486";"NU318";"6316";"280";"80";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"419";"457";"280";"0";"Internal";"Horizontal"
"1851";"EMO000946";"Siemens";"73369";"ILA";"45";"kW";"380";"88";"50";"6";"975";;;"280M";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"368";"457";"280";"0";"Internal";"Horizontal"
"1852";"EMO000945";"TECO";"C56103-5";"AEEB";"75";"kW";"380";"143";"50";"6";"975";"NU318";"6316";;"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";;
"1853";"EMO000944";"ABB";"3237086";"M2BA";"90";"kW";"380";"165";"50";"4";"1481";"6316";"6316";"280";"75";"3";"0.88";;"55";"F";;"Delta";"Available";;"0";"0";"368";"457";"280";"0";"Internal";"Horizontal"
"1854";"EMO000942";"TECO";"C56103-3";"AEEB";"75";"kW";"380";"143";"50";"6";"975";"NU318";"6316";"280";"80";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"419";"457";"280";"0";"Internal";"Horizontal"
"1855";"EMO000274";"TECO";"18710005067";"AEEBKB";"7.5";"kW";"380";"16.2";"50";"4";"1450";"6308";"6306";"132";"0";"3";"0.86";;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"132";"0";"Internal";"Horizontal"
"1856";"EMO000941";"TECO";"C56106-4";"AEEB";"110";"kW";"380";"210";"50";"6";"979";"NU320";"6316";"315";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"315";"0";"Internal";"Horizontal"
"1857";"EMO003499";"HUADA";"58484702J";"Y2";"18.5";"kW";"380";"35.5";"50";"4";"1470";;;"180 M";"48";"3";"0.85";"0.90";"55";"F";"S1";"Delta";"Not Available";;"0";"0";"241";"279";"180";"0";;"Horizontal"
"1858";"EMO002001";"TECO";"K060092-1";"AEEB";"22";"kW";"380";"42.9";"50";"4";"1460";"6311";"6310";"200 L";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"279";"279";"200";"0";;"Horizontal"
"1859";"EMO002648";"ABB";"5582VM";"HXA";"7.5";"kW";"380";"16.3";"50";"4";"1440";"6308";"6307";"132 L";"0";"3";"0.82";;"55";"F";"S1";"Delta";"Not Available";;"0";"0";"178";"216";"132";"0";;"Horizontal"
